rank,title,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
12571,exhibition volume 5,XB,2004.0,Misc,microsoft game studios,0.04,0.01,0.0,0.0,0.06
12572,record of lodoss war: eiyuu sensou,SCD,1994.0,Role-Playing,sega,0.0,0.0,0.06,0.0,0.06
12573,ducktales: remastered,WiiU,2013.0,Action,capcom,0.05,0.0,0.0,0.0,0.06
12574,lego batman: the videogame,PC,2008.0,Action,warner bros. interactive entertainment,0.02,0.03,0.0,0.01,0.06
12575,atelier sophie: the alchemist of the mysterious book,PSV,2015.0,Role-Playing,tecmo koei,0.0,0.0,0.06,0.0,0.06
12576,starry ? sky: in summer,PSP,2010.0,Misc,asgard,0.0,0.0,0.06,0.0,0.06
12577,imagine: resort owner,DS,2010.0,Strategy,ubisoft,0.05,0.0,0.0,0.0,0.06
12578,pro yakyuu netsu star 2007,PS2,2007.0,Sports,namco bandai games,0.0,0.0,0.06,0.0,0.06
12579,klonoa beach volleyball,PS,2002.0,Sports,namco bandai games,0.03,0.02,0.0,0.0,0.06
12580,melty blood: actress again,PS2,2009.0,Fighting,ecole,0.0,0.0,0.06,0.0,0.06
12581,trackmania turbo,XOne,2016.0,Action,ubisoft,0.02,0.03,0.0,0.0,0.06
12582,izuna 2: the unemployed ninja returns,DS,2007.0,Role-Playing,success,0.05,0.0,0.0,0.0,0.06
12583,teenage mutant ninja turtles 3: mutant nightmare,DS,2005.0,Action,konami digital entertainment,0.05,0.0,0.0,0.0,0.06
12584,centipede: infestation,Wii,2011.0,Shooter,atari,0.06,0.0,0.0,0.0,0.06
12585,mercury meltdown,PSP,2006.0,Action,atari,0.05,0.01,0.0,0.01,0.06
12586,singstar mallorca party,PS3,2009.0,Misc,sony computer entertainment,0.0,0.04,0.0,0.02,0.06
12587,3d lemmings,PS,1995.0,Puzzle,psygnosis,0.03,0.02,0.0,0.0,0.06
12588,hi hi puffy amiyumi: kaznapped,GBA,2005.0,Action,d3publisher,0.04,0.02,0.0,0.0,0.06
12589,fifa soccer 07,DS,2006.0,Sports,electronic arts,0.05,0.01,0.0,0.0,0.06
12590,resident evil - code: veronica x,GC,2003.0,Action,capcom,0.05,0.01,0.0,0.0,0.06
12591,broken sword: the shadow of the templars,GBA,2002.0,Adventure,bam! entertainment,0.04,0.02,0.0,0.0,0.06
12592,back to the future: the game,Wii,2011.0,Adventure,telltale games,0.05,0.0,0.0,0.0,0.06
12593,summon night 6: lost borders,PSV,2016.0,Action,namco bandai games,0.0,0.0,0.06,0.0,0.06
12594,tenchi muyou! ryoukouki gokuraku,SAT,1995.0,Adventure,yumedia,0.0,0.0,0.06,0.0,0.06
12595,kelly slater's pro surfer,GC,2002.0,Sports,activision,0.05,0.01,0.0,0.0,0.06
12596,jacqueline wilson's tracy beaker: the game,DS,2009.0,Misc,p2 games,0.0,0.05,0.0,0.0,0.06
12597,sacred 3,X360,2014.0,Role-Playing,deep silver,0.03,0.03,0.0,0.01,0.06
12598,i am in the movie,PSP,2012.0,Simulation,namco bandai games,0.0,0.0,0.06,0.0,0.06
12599,doraemon: nobita no uchuu eiyuuki,3DS,2015.0,Action,furyu,0.0,0.0,0.06,0.0,0.06
12600,trapt,PS2,2005.0,Action,tecmo koei,0.03,0.02,0.0,0.01,0.06
12601,jewel legends: tree of life,DS,2011.0,Puzzle,rising star games,0.0,0.05,0.0,0.01,0.06
12602,splat renegade paintball,XB,2005.0,Sports,take-two interactive,0.04,0.01,0.0,0.0,0.06
12603,zendoku,DS,2007.0,Puzzle,eidos interactive,0.05,0.0,0.0,0.0,0.06
12604,metal max 4: gekkou no diva,3DS,2013.0,Role-Playing,kadokawa shoten,0.0,0.0,0.06,0.0,0.06
12605,jumper: griffin's story,X360,2008.0,Action,eidos interactive,0.05,0.0,0.0,0.0,0.06
12606,worms 3d,XB,2003.0,Strategy,sega,0.04,0.01,0.0,0.0,0.06
12607,pro evolution soccer 2011,PC,2010.0,Sports,konami digital entertainment,0.0,0.05,0.0,0.01,0.06
12608,crazy chicken: pharaoh's treasure,DS,2007.0,Puzzle,phenomedia,0.05,0.0,0.0,0.0,0.06
12609,arcana heart 3,PSV,2014.0,Fighting,arc system works,0.03,0.0,0.02,0.01,0.06
12610,magi: aratanaru sekai,3DS,2014.0,Role-Playing,namco bandai games,0.0,0.0,0.06,0.0,0.06
12611,popolocrois,PSP,2005.0,Role-Playing,ignition entertainment,0.05,0.0,0.0,0.0,0.06
12612,mahouka koukou no rettousei: out of order,PSV,2014.0,Adventure,namco bandai games,0.0,0.0,0.06,0.0,0.06
12613,dragon rage,PS2,2001.0,Shooter,3do,0.03,0.02,0.0,0.01,0.06
12614,lord of magna: maiden heaven,3DS,2014.0,Role-Playing,marvelous entertainment,0.0,0.0,0.06,0.0,0.06
12615,dig dug: digging strike,DS,2005.0,Puzzle,atari,0.05,0.0,0.0,0.0,0.06
12616,dance sensation!,Wii,2010.0,Misc,majesco entertainment,0.06,0.0,0.0,0.0,0.06
12617,brave: a warrior's tale,Wii,2009.0,Action,southpeak games,0.05,0.0,0.0,0.0,0.06
12618,ansatsu kyoushitsu: assassin ikusei keikaku!!,3DS,2016.0,Action,namco bandai games,0.0,0.0,0.06,0.0,0.06
12619,raw danger! (jp sales),PS2,2006.0,Action,505 games,0.0,0.0,0.06,0.0,0.06
12620,archer maclean presents: pool paradise,PS2,2004.0,Sports,ignition entertainment,0.03,0.02,0.0,0.01,0.06
12621,tabi no yubisashi kaiwachou ds: ds series 3 kankoku,DS,2006.0,Misc,nintendo,0.0,0.0,0.06,0.0,0.06
12622,winx club: mission enchantix,DS,2008.0,Adventure,konami digital entertainment,0.03,0.02,0.0,0.0,0.06
12623,petz bunnyz bunch,DS,2011.0,Simulation,ubisoft,0.05,0.0,0.0,0.0,0.06
12624,s.t.a.l.k.e.r.: shadow of chernobyl,PC,2007.0,Shooter,thq,0.01,0.04,0.0,0.01,0.06
12625,backyard skateboarding 2006,GBA,2004.0,Sports,atari,0.04,0.02,0.0,0.0,0.06
12626,tron 2.0: killer app,XB,2004.0,Action,disney interactive studios,0.04,0.01,0.0,0.0,0.06
12627,steins;gate: hiyoku renri no darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,0.0,0.06
12628,captain america: super soldier,Wii,2007.0,Action,sega,0.05,0.0,0.0,0.0,0.06
12629,gegege no kitarou: youkai daigekisen,DS,2008.0,Action,namco bandai games,0.0,0.0,0.06,0.0,0.06
12630,emblem of gundam,DS,2008.0,Strategy,namco bandai games,0.0,0.0,0.06,0.0,0.06
12631,the fast and the furious,PS2,2006.0,Racing,namco bandai games,0.03,0.02,0.0,0.01,0.06
12632,gem smashers,Wii,2011.0,Platform,crave entertainment,0.05,0.0,0.0,0.0,0.06
12633,super robot wars og: the moon dwellers,PS3,2016.0,Misc,namco bandai games,0.0,0.0,0.06,0.0,0.06
12634,g-police: weapons of justice,PS,1999.0,Action,psygnosis,0.03,0.02,0.0,0.0,0.06
12635,killing zone,PS,1996.0,Fighting,acclaim entertainment,0.03,0.02,0.0,0.0,0.06
12636,all kamen rider: rider generation 2,PSP,2012.0,Action,namco bandai games,0.0,0.0,0.06,0.0,0.06
12637,policenauts,3DO,1995.0,Adventure,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12638,adventures of lolo,NES,1989.0,Puzzle,hal laboratory,0.06,0.0,0.0,0.0,0.06
12639,quiz! hexagon ii,DS,2010.0,Misc,namco bandai games,0.0,0.0,0.06,0.0,0.06
12640,game of thrones (telltale),PS3,2015.0,Adventure,telltale games,0.02,0.03,0.0,0.01,0.06
12641,call of duty: the war collection,X360,2010.0,Shooter,activision,0.05,0.0,0.0,0.0,0.06
12642,warriors orochi 2,X360,2008.0,Action,tecmo koei,0.04,0.0,0.01,0.0,0.06
12643,the history channel: battle for the pacific,X360,2007.0,Shooter,activision,0.05,0.0,0.0,0.0,0.06
12644,racing gears advance,GBA,2004.0,Racing,zoo digital publishing,0.04,0.02,0.0,0.0,0.06
12645,jewel master: cradle of persia,DS,2012.0,Puzzle,rising star games,0.0,0.05,0.0,0.01,0.06
12646,project setsuna,PS4,2016.0,Role-Playing,square enix,0.0,0.0,0.06,0.0,0.06
12647,syphon filter: logan's shadow,PS2,2010.0,Shooter,sony computer entertainment,0.03,0.02,0.0,0.01,0.06
12648,ntra breeders' cup world thoroughbred championships,XB,2005.0,Simulation,bethesda softworks,0.04,0.01,0.0,0.0,0.06
12649,tiger woods pga tour 08,DS,2007.0,Sports,electronic arts,0.05,0.0,0.0,0.0,0.06
12650,daito giken koushiki pachi-slot simulator: shin yoshimune,PS2,2008.0,Misc,paon,0.0,0.0,0.06,0.0,0.06
12651,tanjou s debut,SAT,1996.0,Simulation,nec interchannel,0.0,0.0,0.06,0.0,0.06
12652,nendoroid generation,PSP,2012.0,Role-Playing,namco bandai games,0.0,0.0,0.06,0.0,0.06
12653,brave: a warrior's tale,X360,2009.0,Action,southpeak games,0.05,0.01,0.0,0.0,0.06
12654,pop'n twinbee: rainbow bell adventure,SNES,1993.0,Platform,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12655,honeycomb beat,DS,2006.0,Puzzle,konami digital entertainment,0.05,0.0,0.0,0.0,0.06
12656,broken helix,PS,1997.0,Action,konami digital entertainment,0.03,0.02,0.0,0.0,0.06
12657,the saboteur,PC,2009.0,Action,electronic arts,0.0,0.05,0.0,0.01,0.06
12658,katekyoo hitman reborn! ds fate of heat iii - yuki no shugosha raishuu!,DS,2010.0,Role-Playing,marvelous interactive,0.0,0.0,0.06,0.0,0.06
12659,myst iii: exile,XB,2002.0,Adventure,ubisoft,0.04,0.01,0.0,0.0,0.06
12660,warriors: legends of troy,X360,2011.0,Action,tecmo koei,0.0,0.04,0.01,0.01,0.06
12661,hajime no ippo portable: victorious spirits,PSP,2007.0,Fighting,grand prix games,0.0,0.0,0.06,0.0,0.06
12662,nanostray,DS,2005.0,Shooter,majesco entertainment,0.05,0.0,0.0,0.0,0.06
12663,cmt presents: karaoke revolution country,PS2,2006.0,Misc,konami digital entertainment,0.03,0.02,0.0,0.01,0.06
12664,katekyoo hitman reborn! ds: flame rumble mukuro kyoushuu,DS,2007.0,Fighting,takara tomy,0.0,0.0,0.06,0.0,0.06
12665,cid to chocobo no fushigi na dungeon: toki wasure no meikyuu ds+,DS,2008.0,Role-Playing,square enix,0.0,0.0,0.06,0.0,0.06
12666,vitamin x to z,PSP,2011.0,Adventure,d3publisher,0.0,0.0,0.06,0.0,0.06
12667,fatal frame,XB,2002.0,Action,tecmo koei,0.04,0.01,0.0,0.0,0.06
12668,flip's twisted world,Wii,2007.0,Platform,unknown,0.05,0.0,0.0,0.0,0.06
12669,tom clancy's ghost recon: advanced warfighter,PS2,2006.0,Shooter,ubisoft,0.03,0.02,0.0,0.01,0.06
12670,urban chaos: riot response,PS2,2006.0,Shooter,eidos interactive,0.03,0.02,0.0,0.01,0.06
12671,generation of chaos,PSP,2005.0,Role-Playing,midas interactive entertainment,0.05,0.0,0.0,0.0,0.06
12672,teenage mutant ninja turtles ii: back from the sewers,GB,1991.0,Action,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12673,gormiti: the lords of nature!,DS,2010.0,Adventure,konami digital entertainment,0.05,0.0,0.0,0.0,0.06
12674,the sims 2: university,PC,2005.0,Simulation,electronic arts,0.01,0.04,0.0,0.01,0.06
12675,pucca power up,DS,2011.0,Platform,rising star games,0.04,0.02,0.0,0.0,0.06
12676,resident evil 2,GC,2003.0,Action,capcom,0.04,0.01,0.0,0.0,0.06
12677,mlb power pros 2008,DS,2008.0,Sports,take-two interactive,0.05,0.0,0.0,0.0,0.06
12678,real soccer 2009,DS,2008.0,Sports,ubisoft,0.05,0.0,0.0,0.0,0.06
12679,world championship athletics,Wii,2009.0,Sports,dtp entertainment,0.04,0.01,0.0,0.0,0.06
12680,the amazing spider-man 2 (2014),WiiU,2014.0,Action,activision,0.03,0.02,0.0,0.0,0.06
12681,yomawari,PSV,2015.0,Adventure,nippon ichi software,0.0,0.0,0.06,0.0,0.06
12682,real bout garou densetsu special: dominated mind,PS,1998.0,Fighting,snk,0.0,0.0,0.05,0.0,0.06
12683,jumble madness,DS,2009.0,Puzzle,destineer,0.06,0.0,0.0,0.0,0.06
12684,vampire rain: altered species,PS3,2008.0,Action,ignition entertainment,0.05,0.0,0.0,0.0,0.06
12685,sumikko gurashi: mura o tsukurundesu,3DS,2016.0,Misc,nippon columbia,0.0,0.0,0.06,0.0,0.06
12686,harry potter and the sorcerer's stone,PC,2001.0,Action,electronic arts,0.01,0.04,0.0,0.01,0.06
12687,minna no sukkiri,PSP,2009.0,Sports,sony computer entertainment,0.0,0.0,0.06,0.0,0.06
12688,scurge: hive,DS,2006.0,Action,southpeak games,0.05,0.0,0.0,0.0,0.06
12689,catwoman,XB,2004.0,Action,electronic arts,0.04,0.01,0.0,0.0,0.06
12690,murdered: soul suspect,PC,2014.0,Action,square enix,0.0,0.05,0.0,0.01,0.06
12691,romance of the three kingdoms 13,PS4,2015.0,Action,tecmo koei,0.01,0.0,0.05,0.0,0.06
12692,noddy in toyland,DS,2011.0,Misc,gsp,0.0,0.05,0.0,0.01,0.06
12693,aquarium by ds,DS,2008.0,Simulation,mercury games,0.05,0.0,0.0,0.0,0.06
12694,utawarerumono: itsuwari no kamen,PS4,2015.0,Adventure,aqua plus,0.0,0.0,0.06,0.0,0.06
12695,ride to hell,X360,2013.0,Racing,deep silver,0.04,0.01,0.0,0.0,0.06
12696,burning rangers,SAT,1998.0,Platform,sega,0.0,0.0,0.06,0.0,0.06
12697,mana khemia: alchemists of al-revis,PS2,2007.0,Role-Playing,nippon ichi software,0.03,0.02,0.0,0.01,0.06
12698,katekyoo hitman reborn! ds flame rumble xx - kessen! shin 6 chouka,DS,2010.0,Action,takara tomy,0.0,0.0,0.06,0.0,0.06
12699,interplay sports baseball 2000,PS,1999.0,Sports,interplay,0.03,0.02,0.0,0.0,0.06
12700,zone of the enders: the fist of mars,GBA,2001.0,Role-Playing,konami digital entertainment,0.04,0.02,0.0,0.0,0.06
12701,animorphs: shattered reality,PS,2000.0,Action,infogrames,0.03,0.02,0.0,0.0,0.06
12702,teenage mutant ninja turtles: tournament fighters,SNES,1992.0,Fighting,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12703,eikan wa kimini 2002: koshien no kodou,PS2,2002.0,Sports,digicube,0.0,0.0,0.06,0.0,0.06
12704,popstar guitar,Wii,2008.0,Misc,midway games,0.03,0.03,0.0,0.01,0.06
12705,mirror's edge,PC,2009.0,Platform,electronic arts,0.0,0.05,0.0,0.01,0.06
12706,blade dancer: lineage of light,PSP,2006.0,Role-Playing,atari,0.05,0.0,0.0,0.0,0.06
12707,terminator 3: rise of the machines,GBA,2003.0,Action,atari,0.04,0.02,0.0,0.0,0.06
12708,jissen pachislot hisshouhou! hokuto no ken portable se,PSP,2006.0,Misc,sega,0.0,0.0,0.06,0.0,0.06
12709,mayhem 3d,PS3,2011.0,Racing,evolved games,0.05,0.0,0.0,0.01,0.06
12710,g1 jockey 2,PS2,2000.0,Sports,tecmo koei,0.0,0.0,0.06,0.0,0.06
12711,mobile ops: the one year war,X360,2007.0,Simulation,namco bandai games,0.0,0.0,0.06,0.0,0.06
12712,constantine,XB,2005.0,Action,sci,0.04,0.01,0.0,0.0,0.06
12713,chaos rings iii,PSV,2014.0,Role-Playing,square enix,0.0,0.0,0.06,0.0,0.06
12714,tom clancy's splinter cell: double agent,GC,2006.0,Action,ubisoft,0.04,0.01,0.0,0.0,0.06
12715,senritsu no stratus,PSP,2011.0,Role-Playing,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12716,katekyoo hitman reborn! ds flame rumble x - mirai chou-bakuhatsu!!,DS,2009.0,Fighting,takara tomy,0.0,0.0,0.06,0.0,0.06
12717,rhapsody: a musical adventure,DS,2008.0,Role-Playing,nippon ichi software,0.05,0.0,0.0,0.0,0.06
12718,titan quest,PC,2006.0,Role-Playing,thq,0.01,0.04,0.0,0.01,0.06
12719,wantame fortune channel,DS,2007.0,Misc,capcom,0.0,0.0,0.06,0.0,0.06
12720,evangelion: jo,PSP,2009.0,Action,namco bandai games,0.0,0.0,0.06,0.0,0.06
12721,bleach: blade battlers 2nd,PS2,2007.0,Fighting,sony computer entertainment,0.0,0.0,0.06,0.0,0.06
12722,samurai jack: the shadow of aku,PS2,2004.0,Action,sega,0.03,0.02,0.0,0.01,0.06
12723,kamen rider kabuto,PS2,2006.0,Action,namco bandai games,0.0,0.0,0.06,0.0,0.06
12724,men in black the series: crashdown,PS,2001.0,Shooter,infogrames,0.03,0.02,0.0,0.0,0.06
12725,zero divide,PS,1995.0,Fighting,ocean,0.03,0.02,0.0,0.0,0.06
12726,fifa street,GC,2005.0,Sports,electronic arts,0.04,0.01,0.0,0.0,0.06
12727,tsugunai: atonement,PS2,2001.0,Role-Playing,sony computer entertainment,0.02,0.01,0.02,0.0,0.06
12728,rugby world cup 2015,PS4,2015.0,Sports,ubisoft,0.0,0.05,0.0,0.01,0.06
12729,lost kingdoms ii,GC,2003.0,Role-Playing,activision,0.04,0.01,0.0,0.0,0.06
12730,aggressive inline,GC,2002.0,Sports,acclaim entertainment,0.04,0.01,0.0,0.0,0.06
12731,nights of azure,PS4,2015.0,Action,tecmo koei,0.03,0.02,0.0,0.01,0.06
12732,dungeon keeper 2,PC,1999.0,Action,electronic arts,0.0,0.05,0.0,0.01,0.06
12733,viewtiful joe: red hot rumble,GC,2005.0,Action,capcom,0.04,0.01,0.0,0.0,0.06
12734,the lord of the rings: the battle for middle-earth ii,X360,2006.0,Strategy,electronic arts,0.0,0.05,0.0,0.01,0.06
12735,kaite shabette hajimeyou! monster farm ds,DS,2007.0,Role-Playing,tecmo koei,0.0,0.0,0.06,0.0,0.06
12736,dungeon explorer: warriors of ancient arts,DS,2007.0,Role-Playing,rising star games,0.05,0.0,0.0,0.0,0.06
12737,pro yaky? spirits 2012,PSV,2012.0,Sports,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12738,samurai warriors 4: empires,PS3,2015.0,Action,tecmo koei,0.0,0.0,0.06,0.0,0.06
12739,point blank ds (us sales),DS,2006.0,Shooter,atari,0.05,0.0,0.0,0.0,0.06
12740,fifa soccer 06,DS,2005.0,Sports,electronic arts,0.05,0.0,0.0,0.0,0.06
12741,sd gundam g generation wars,Wii,2009.0,Strategy,namco bandai games,0.0,0.0,0.06,0.0,0.06
12742,broken sword ii: the smoking mirror,PS,1997.0,Adventure,sony computer entertainment,0.03,0.02,0.0,0.0,0.06
12743,pump it up: exceed,PS2,2005.0,Misc,mastiff,0.03,0.02,0.0,0.01,0.06
12744,hakuouki: yuugi roku ni - matsuri hayashi to taishitachi,PSP,2012.0,Action,idea factory,0.0,0.0,0.06,0.0,0.06
12745,wreckless: the yakuza missions,GC,2002.0,Racing,activision,0.04,0.01,0.0,0.0,0.06
12746,doki-doki universe,PSV,2013.0,Adventure,sony computer entertainment,0.01,0.04,0.0,0.01,0.06
12747,"hisshou pachinko*pachi-slot kouryaku series vol. 11: shinseiki evangelion - magokoro o, kimi ni",PS2,2007.0,Misc,d3publisher,0.0,0.0,0.06,0.0,0.06
12748,toca race driver 2: ultimate racing simulator,PS2,2004.0,Racing,codemasters,0.03,0.02,0.0,0.01,0.06
12749,girls rpg: cinderellife,3DS,2012.0,Role-Playing,level 5,0.0,0.0,0.06,0.0,0.06
12750,dr. muto,XB,2002.0,Platform,midway games,0.04,0.01,0.0,0.0,0.06
12751,tom clancy's rainbow six: critical hour,XB,2007.0,Shooter,unknown,0.04,0.01,0.0,0.0,0.06
12752,gothic 3,PC,2006.0,Role-Playing,jowood productions,0.0,0.05,0.0,0.01,0.06
12753,tokyo twilight ghost hunters,PS3,2014.0,Role-Playing,aksys games,0.03,0.0,0.02,0.01,0.06
12754,scrabble blast!,GBA,2005.0,Misc,zoo digital publishing,0.04,0.01,0.0,0.0,0.06
12755,dino pets,DS,2009.0,Simulation,avanquest,0.05,0.0,0.0,0.0,0.06
12756,fate/stay night [réalta nua],PSV,2012.0,Adventure,kadokawa shoten,0.0,0.0,0.06,0.0,0.06
12757,the mysterious case of dr. jekyll and mr. hyde,DS,2010.0,Adventure,o-games,0.02,0.03,0.0,0.01,0.06
12758,gintama no sugoroku,PSP,2013.0,Action,namco bandai games,0.0,0.0,0.06,0.0,0.06
12759,kid fit island resort,Wii,2010.0,Sports,avanquest,0.05,0.0,0.0,0.0,0.06
12760,the lord of the rings: aragorn's quest,PS2,2010.0,Action,warner bros. interactive entertainment,0.03,0.02,0.0,0.01,0.06
12761,roogoo twisted towers,Wii,2009.0,Puzzle,southpeak games,0.05,0.0,0.0,0.0,0.06
12762,doraemon 4: nobita to toki no okoku,SNES,1995.0,Platform,epoch,0.0,0.0,0.06,0.0,0.06
12763,myst,SAT,1994.0,Adventure,sunsoft,0.0,0.0,0.06,0.0,0.06
12764,f1 2010,PC,2010.0,Racing,codemasters,0.0,0.05,0.0,0.01,0.06
12765,toaru kagaku no chou denjihou,PSP,2011.0,Adventure,kadokawa shoten,0.0,0.0,0.06,0.0,0.06
12766,starwinder: the ultimate space race,PS,1996.0,Racing,mindscape,0.03,0.02,0.0,0.0,0.06
12767,the lost chronicles of zerzura,PC,2012.0,Adventure,dtp entertainment,0.0,0.05,0.0,0.01,0.06
12768,ski region simulator,PC,2011.0,Simulation,excalibur publishing,0.0,0.05,0.0,0.01,0.06
12769,angelique trois,PS2,2000.0,Adventure,tecmo koei,0.0,0.0,0.06,0.0,0.06
12770,dreamer series: babysitter,DS,2009.0,Simulation,deep silver,0.05,0.0,0.0,0.0,0.06
12771,diva girls: divas on ice,DS,2009.0,Sports,505 games,0.05,0.0,0.0,0.0,0.06
12772,dance dance revolution: mario mix (jp sales),GC,2005.0,Simulation,nintendo,0.0,0.0,0.05,0.0,0.06
12773,a-train 6,PS2,2000.0,Strategy,midas interactive entertainment,0.0,0.0,0.06,0.0,0.06
12774,meitantei conan: tantei ryoku trainer,DS,2007.0,Misc,namco bandai games,0.0,0.0,0.06,0.0,0.06
12775,motogp,GBA,2002.0,Racing,thq,0.04,0.01,0.0,0.0,0.06
12776,espn international winter sports 2002,PS2,2002.0,Sports,konami digital entertainment,0.03,0.02,0.0,0.01,0.06
12777,"tennis no oji-sama: doubles no oji-sama - girls, be gracious!",DS,2009.0,Sports,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12778,kimikiss (ebkore+),PS2,2008.0,Adventure,enterbrain,0.0,0.0,0.06,0.0,0.06
12779,gold and glory: the road to el dorado,PS,2000.0,Adventure,ubisoft,0.03,0.02,0.0,0.0,0.06
12780,nba live 07,XB,2006.0,Sports,electronic arts,0.04,0.01,0.0,0.0,0.06
12781,choro q marine: q boat,PS,1998.0,Racing,takara,0.0,0.0,0.05,0.0,0.06
12782,gunpey,PSP,2006.0,Puzzle,atari,0.05,0.0,0.0,0.01,0.06
12783,battlebots: beyond the battlebox,GBA,2002.0,Action,vivendi games,0.04,0.01,0.0,0.0,0.06
12784,mx vs. atv supercross encore,PS4,2015.0,Sports,nordic games,0.0,0.05,0.0,0.01,0.06
12785,yuugen gaisha brave company,3DS,2011.0,Strategy,namco bandai games,0.0,0.0,0.06,0.0,0.06
12786,mighty beanz: pocket puzzles,GBA,2004.0,Puzzle,majesco entertainment,0.04,0.01,0.0,0.0,0.06
12787,ken to mahou to gakuen mono. 3d,3DS,2011.0,Role-Playing,acquire,0.0,0.0,0.06,0.0,0.06
12788,history great empires: rome,DS,2009.0,Strategy,black bean games,0.05,0.0,0.0,0.0,0.06
12789,the king of fighters '96,NG,1996.0,Fighting,snk,0.0,0.0,0.06,0.0,0.06
12790,friends: the one with all the trivia,PS2,2005.0,Misc,warner bros. interactive entertainment,0.03,0.02,0.0,0.01,0.06
12791,mame goma 2: uchi no ko ga ichiban!,DS,2008.0,Simulation,creative core,0.0,0.0,0.06,0.0,0.06
12792,backyard nfl football '08,PS2,2007.0,Sports,atari,0.03,0.02,0.0,0.01,0.06
12793,coraline,Wii,2009.0,Action,d3publisher,0.05,0.0,0.0,0.0,0.06
12794,gunbird,SAT,1995.0,Shooter,atlus,0.0,0.0,0.06,0.0,0.06
12795,imagine: party planner,DS,2009.0,Simulation,ubisoft,0.05,0.0,0.0,0.0,0.06
12796,dream c club portable,PSP,2010.0,Simulation,d3publisher,0.0,0.0,0.06,0.0,0.06
12797,tom clancy's rainbow six 3,GC,2004.0,Shooter,ubisoft,0.04,0.01,0.0,0.0,0.06
12798,elemental gearbolt,PS,1997.0,Shooter,sony computer entertainment,0.03,0.02,0.0,0.0,0.06
12799,space chimps,DS,2008.0,Platform,brash entertainment,0.05,0.0,0.0,0.0,0.06
12800,tony hawk's pro skater 5,PS3,2015.0,Sports,activision,0.04,0.0,0.0,0.01,0.06
12801,wwf wrestlemania: the arcade game,PS,1995.0,Fighting,acclaim entertainment,0.03,0.02,0.0,0.0,0.06
12802,handball 16,PS4,2015.0,Sports,bigben interactive,0.0,0.05,0.0,0.01,0.06
12803,cabela's big game hunter 2005 adventures,GBA,2004.0,Sports,activision,0.04,0.01,0.0,0.0,0.06
12804,grand kingdom,PS4,2015.0,Role-Playing,nippon ichi software,0.02,0.0,0.03,0.0,0.06
12805,mega man 8 anniversary collector's edition,SAT,1997.0,Platform,capcom,0.0,0.0,0.06,0.0,0.06
12806,v-rally 3,PS2,2002.0,Racing,atari,0.03,0.02,0.0,0.01,0.06
12807,nobunaga no yabou: souzou,PS4,2014.0,Strategy,tecmo koei,0.0,0.0,0.06,0.0,0.06
12808,whiplash,XB,2003.0,Racing,eidos interactive,0.04,0.01,0.0,0.0,0.06
12809,grid,DS,2007.0,Racing,codemasters,0.04,0.01,0.0,0.0,0.06
12810,pro yakyuu famista 2011,3DS,2011.0,Sports,namco bandai games,0.0,0.0,0.06,0.0,0.06
12811,impact racing,PS,1996.0,Racing,jvc,0.03,0.02,0.0,0.0,0.06
12812,my horse & me: riding for gold,Wii,2008.0,Sports,atari,0.04,0.02,0.0,0.0,0.06
12813,sled shred featuring the jamaican bobsled team,Wii,2010.0,Sports,southpeak games,0.05,0.0,0.0,0.0,0.06
12814,amazing island,GC,2004.0,Strategy,sega,0.04,0.01,0.0,0.0,0.06
12815,seablade,XB,2002.0,Shooter,tdk mediactive,0.04,0.01,0.0,0.0,0.06
12816,jikkyou powerful pro yakyuu dreamcast edition,DC,2000.0,Sports,konami digital entertainment,0.0,0.0,0.06,0.0,0.06
12817,carmen sandiego: the secret of the stolen drums,PS2,2004.0,Action,bam! entertainment,0.03,0.02,0.0,0.01,0.06
12818,tokyo mono harashi: karasu no mori gakuen kitan,PSP,2010.0,Role-Playing,atlus,0.0,0.0,0.06,0.0,0.06
12819,activision hits: remixed,PSP,2006.0,Misc,activision,0.05,0.0,0.0,0.0,0.06
12820,death jr. ii: root of evil,PSP,2006.0,Platform,konami digital entertainment,0.05,0.0,0.0,0.0,0.06
12821,hail to the chimp,X360,2008.0,Misc,gamecock,0.05,0.0,0.0,0.0,0.06
12822,motogp 4 - official game of motogp,PS2,2005.0,Racing,sony computer entertainment,0.03,0.02,0.0,0.01,0.06
12823,legend of kay,WiiU,2015.0,Action,nordic games,0.03,0.02,0.0,0.0,0.05
12824,kyoukai senjou no horizon portable,PSP,2013.0,Adventure,kadokawa shoten,0.0,0.0,0.05,0.0,0.05
12825,4 elements,PC,2009.0,Puzzle,mastertronic,0.0,0.04,0.0,0.01,0.05
12826,shining force iii: scenario 2,SAT,1998.0,Strategy,sega,0.0,0.0,0.05,0.0,0.05
12827,captain america: super soldier,DS,2007.0,Action,sega,0.05,0.0,0.0,0.0,0.05
